,,Week 5 - part 2 TRAINING,,
,,,,
,,SECOND HALF OF THE WEEK - LONGER SCENARIO TRAINING ,,
,,,,
,,Topic congruent 1,Topic congruent 2,Topic incongruent
ACADEMICS,Image,https://drive.google.com/file/d/1B57SioWgGt6lz74ETNjrgZJ9Uv80r3RX/view?usp=sharing,https://drive.google.com/file/d/1Vju0QZFxz9YAnRwbq5VtaZUA8cAek959/view?usp=sharing,https://drive.google.com/file/d/1t_00NWomSsqhPeinAZhZcyx6Fzcn3uZD/view?usp=sharing
,,"You're working on your math homework with a few friends and get stuck on a problem. Your friend suggests that you find the answer online, but that's considered cheating on the assignment. ","Your teacher tells your class that tomorrow you'll divide into small groups to discuss the book you're reading. She also says that you'll have to pick your group, but you realize you don't have any close friends in the class. ","You are invited to a Halloween party and you will only know a couple of people there. You decide to wear a really elaborate costume. When you arrive, everyone looks at you. "
,,aca_long_4b,aca_long_5b,soc_long_4b
,,Friends cheating,Group discussion,Halloween party
Thoughts,Positive/adaptive,I can get great answers all on my own.,I'll meet the right group for me.,I think this costume is fun. 
,Positive/adaptive,I think that this will be better if i don't cheat and actually learn the material. ,There are lots of nice kids in this class. ,Everyone will love this costume. 
,Negative/maladaptive,I'll get a bad grade if I don't cheat. ,No one will want to be in my group. ,No one likes my costume. 
,Tolerating negative or resilience ,"I feel like I may not get the best grade on the assignment, but at least I didn't cheat.","Everyone will decide they want to be with people they already know, but I understand that. ","I may have worn something too crazy, but I like it. "
,Tolerating negative or resilience ,"I feel like my teacher will not be okay with me getting wrong answers, but it is a part of learning. ","No one will want to give me a chance, but I realize that there will be some people who will want to get to know me. ","Maybe I should have toned it down, but know that this is true to myself. "
Feelings,Positive/adaptive,I'll feel so proud that I did the homework on my own if I don't cheat,I feel driven to put my best work in. ,I feel happy wearing what I love.
,Positive/adaptive,I'll be pretty confident knowing I can do hard homework problems next time. ,I am excited to make new friends.,I feel so liberated wearing something so fun. 
,Negative/maladaptive,I am upset at my friends wanting me to take the easy way out. ,I am nervous no one will want to get to know me. ,I'm worried that others are making fun of me behind my back. 
,Tolerating negative or resilience ,"I'm nervous about attempting to do this problem on my own, but give it a try anyway.","I feel sad that no one knows me that well, but feel better thinking they will like me once they do. ","I'm really embarrassed that I stand out so much, but honestly people will forget about it in a few minutes. "
,Tolerating negative or resilience ,"I feel embarrassed about not wanting to cheat, but know my friends will look up to me if I don't. ","I am scared I will end up alone, but know that there will be a group that needs an extra person. ","I worry about what others are thinking, but realize that I'm allowed to wear what makes me happy."
Behaviors,Positive/adaptive,I give suggest doing the problem without cheating. ,I will talk to people in class and ask to be in a group. ,I will smile and wear my outfit proudly.
,Positive/adaptive,I am enthusiastic about trying new ways to figure out the answer. ,I'll express how excited I am to get to know everyone. ,I'll start dancing because there's great music on. 
,Negative/maladaptive,I cheat off of my friend's homework.,I'll go to the bathroom so that I don't have to ask anyone to be in their group. ,I want to go to the bathroom and try to tone down what I'm wearing. 
,Tolerating negative or resilience ,"I want to cheat so that this assignment is done, but keep trying anyway. ","I'll want to say I want to work alone, but give the group a try. ","I want to start crying, but then remind myself I did a great job on this costume. "
,Tolerating negative or resilience ,"I am tempted to ask them what it said online, but decide not to. ","I want to stay quiet, but decide to contribute. ","I want to ask someone if my costume is too much, but decide not to ask for opinions. "
SOCIAL SITUATIONS,Image,https://drive.google.com/file/d/1t_00NWomSsqhPeinAZhZcyx6Fzcn3uZD/view?usp=sharing,https://drive.google.com/file/d/1fiU4LXhMtwbHsk-TL8j4fPXdxTFpO-rz/view?usp=sharing,https://drive.google.com/file/d/1ZAftU_pXDRMyfkE86fy5U3rPg0tTi1hz/view?usp=sharing
,,"You are invited to a Halloween party and you will only know a couple of people there. You decide to wear a really elaborate costume. When you arrive, everyone looks at you. ","You are hanging out at your friend's house and go to use the restroom. When you reenter the room your friends are in, they stop their conversation and it's silent. ",You're at a new grocery store with your parent and you're looking for bread. Suddenly you notice that your heart is beating quickly and pounding. 
,,soc_long_4b,soc_long_5b,phys_long_4b
,,Halloween party,Using the restroom,New grocery store
Thoughts,Positive/adaptive,I think this costume is fun. ,I think I must have made a big entrance. ,I like the challenge of finding our favorite foods at this new store. 
,Positive/adaptive,Everyone will love this costume. ,Everyone must be noticing my new outfit. ,I probably feel my heart beating because I'm excited to try this new store. 
,Negative/maladaptive,No one likes my costume. ,Everyone is talking about me. ,I must be having a panic attack!
,Tolerating negative or resilience ,"I may have worn something too crazy, but I like it. ",Do my friends have something bad to tell me? That's just me overthinking. ,"My heartbeat is distracting me from looking for the bread, but it'll go away soon. "
,Tolerating negative or resilience ,"Maybe I should have toned it down, but know that this is true to myself. ","They must have something to tell me, it doesn't mean it's negative. ","I wonder if I'm really sick, but then tell myself that this feeling won't last forever. "
